file_size,entropy,num_sections,num_imports,has_debug,has_reloc,string_count,suspicious_apis,packed,class
27009825,7.445430720555112,4,86,1,0,371,0,1,1
1204129,7.97689659626451,5,6,0,0,515,6,0,1
20317536,6.0857056832535825,5,145,1,0,489,4,1,0
15173074,3.562408797436073,5,124,0,0,701,3,0,0
30023641,2.6817932003743934,7,124,0,1,488,2,1,0
1730296,4.470780975377509,4,117,1,0,849,2,1,0
618512,6.603198628983078,4,133,0,1,748,6,0,0
43908365,7.303622661360548,4,60,1,1,245,3,1,0
480420,4.254431725343555,10,66,1,0,722,5,1,1
6016110,7.101893182459928,5,122,0,0,797,4,1,1
691298,1.4356121667223611,2,72,1,0,306,0,0,0
23849756,4.62810448928303,1,133,0,1,265,2,1,0
21552131,3.9142014920235315,3,120,0,0,527,1,0,0
5061852,1.2018379391165803,5,195,0,0,452,4,0,1
81833,6.987892638360562,9,60,1,1,828,7,0,0
8155936,5.609888875347812,4,146,1,0,742,1,1,0
31202030,6.274236639508238,6,34,1,1,186,2,1,0
4245427,6.678307236643448,6,108,0,1,792,4,1,0
15666106,2.128083736679727,6,81,1,1,474,0,0,0
4715222,1.8212237564875613,8,29,1,1,171,2,0,1
10586160,3.6481615145682555,3,93,0,0,473,11,0,0
19846456,4.086861407575908,3,134,1,1,211,0,1,0
6688845,0.535588634818323,2,150,1,1,495,0,0,0
1623576,3.606362240105275,6,116,1,1,596,4,0,0
13732539,0.8496328567232982,2,142,1,0,685,0,1,0
7304485,7.771759248322491,3,133,0,0,779,6,0,0
11450649,1.7085480780681017,4,109,1,1,306,3,0,1
3785139,1.1628444261995918,9,86,0,0,512,2,1,1
4501748,1.9932045460105474,4,144,1,1,357,7,1,1
1548059,7.106720480310288,5,79,0,0,534,4,1,0
3089558,2.477339558274392,8,173,0,0,295,0,0,0
17683067,4.356360285237023,1,142,0,0,531,3,0,0
8970001,4.353006305038754,6,159,1,0,306,4,0,1
8248325,2.2139463649582583,2,105,1,1,298,1,1,0
1685528,1.9822541607469741,1,144,0,0,184,0,1,0
15204279,0.24866550057797543,7,90,0,0,934,0,0,0
13355447,3.943373025384857,4,19,0,1,803,0,1,0
52773488,2.7906677535671403,4,121,0,0,563,12,1,1
20687206,0.03535447119144042,9,66,1,1,582,5,1,0
13395882,2.39924971408122,1,92,0,0,758,0,1,0
676900,3.028178644953421,6,140,1,1,322,2,1,1
9396646,7.3414730395148355,1,182,0,1,536,5,1,1
12066895,2.426273644099161,6,57,1,1,762,4,1,1
25194677,5.858388314134204,10,159,0,0,608,1,1,0
847288,6.689073736675008,4,135,1,1,152,1,1,0
11695672,0.8509448404654609,4,131,0,0,696,1,1,0
19485430,0.002090023543580344,7,187,0,1,583,3,0,0
1352559,3.0468096741586583,6,76,0,1,451,8,1,0
33844578,4.256169942283959,6,40,0,0,215,6,0,0
19638231,5.036818539645188,1,104,1,1,323,9,1,1
3176473,5.11520146341041,6,50,0,1,733,9,1,0
23204874,6.326605859097419,16,6,1,0,166,3,1,1
3133666,5.728998566461704,1,179,0,1,456,8,1,0
13457635,7.208227581481307,2,194,1,1,279,0,1,0
16347837,3.04891832032167,4,183,1,0,381,0,1,0
3032558,3.528542471843169,8,184,1,0,496,0,1,1
9813214,2.837447583140948,5,47,1,0,701,0,0,1
24114176,0.8673688048715631,5,138,1,1,844,3,0,0
2733721,6.817946228591244,5,165,1,1,643,6,0,1
6998444,7.6655891424095755,10,144,1,1,207,8,1,0
17371422,3.0485646372875497,5,146,1,0,890,8,1,1
1368002,1.298738730986826,5,189,1,1,156,4,0,0
845550,0.47295578267416083,1,171,0,0,421,7,0,0
8219191,4.590669268891127,7,20,1,1,99,4,0,1
548446,5.558857803802365,7,24,1,0,878,4,1,1
49094228,0.4764078726968908,5,30,1,1,990,0,0,0
2733400,2.258219190108626,5,27,0,0,111,0,1,0
5326712,7.62793429689791,5,31,1,1,598,0,1,0
19211399,5.867553485887455,4,150,1,0,14,3,1,0
4760302,4.226540226870261,3,52,1,1,658,2,1,1
39059501,1.3994296339416579,2,26,0,0,87,8,1,0
4368717,6.2273450537265695,3,53,1,0,176,3,1,1
17213141,5.079682156357786,5,142,1,1,814,0,0,0
4428574,2.0236249930822376,1,111,1,0,691,0,0,0
27266227,0.44863225923682926,3,34,0,0,180,2,0,1
9190517,4.321726939744074,1,145,0,0,915,2,0,0
9959753,6.445193028873039,2,45,0,1,349,0,0,0
24533006,0.3284797269376023,3,109,0,1,833,12,0,0
4148731,7.0000458780656665,1,7,0,0,89,3,1,0
12239379,3.3955091842866354,3,77,1,1,231,1,0,0
6402813,7.425672171924744,4,44,0,1,148,11,1,0
638507,5.191623086148041,1,103,1,1,574,8,0,0
2357698,0.9616175353706797,6,102,1,0,307,11,1,0
9163075,5.794162396024064,8,116,1,0,537,0,0,0
1228806,1.5075728545680773,1,56,1,1,305,3,0,1
77818783,1.829394189306945,8,8,1,1,656,4,0,1
1213257,1.8933806543548917,8,185,0,0,23,0,0,1
2109664,7.159868405967614,10,64,1,0,222,3,1,0
3089088,4.171420838872071,5,33,0,1,664,0,0,0
27676228,6.813883291248111,7,119,0,1,32,8,0,0
6430145,2.4247225149586606,2,150,1,1,894,2,1,0
34139784,7.291098037354073,6,151,0,1,398,2,0,1
1119097,4.875445237321867,8,42,0,0,977,8,0,1
29522723,4.546003558811768,5,196,1,0,673,5,1,0
14884283,1.317783010911901,1,68,1,1,457,6,1,0
7201239,0.49125758818423737,4,167,1,0,974,4,0,0
40439814,5.0961880982579295,3,131,1,0,797,4,0,0
42952867,5.779045970449775,6,110,0,0,318,11,1,0
6446408,4.104219056155645,6,58,0,1,830,3,1,1
5333501,1.360699879777565,3,184,1,1,156,9,1,0
19188752,7.308800048540228,1,63,0,0,968,5,1,0
23817367,1.718544674289216,9,42,0,1,200,0,1,0
26076726,3.140700446427588,5,23,0,0,861,6,1,0
10869524,0.11994084547407002,7,29,0,1,382,1,0,1
4858001,7.048815000770535,13,155,1,1,176,7,0,0
19022568,7.731756286895469,6,14,0,1,714,6,0,1
1018185,7.68143123814213,6,182,1,0,564,0,1,0
4810992,1.5932594938711473,1,23,0,1,199,2,1,0
8362719,0.8895160536936348,8,184,1,0,683,0,1,0
28207674,7.921946072011994,1,141,1,0,433,6,1,0
1148154,7.270335776565899,2,26,0,1,362,7,0,0
18084919,6.019033925334173,6,113,0,1,479,7,1,1
19555331,0.045759775958257976,1,183,1,1,280,4,1,1
30238543,4.329550747889697,8,183,1,1,899,0,1,0
7490952,3.68130709741634,7,36,1,1,904,10,1,0
4679254,6.8722670918366395,1,196,1,1,395,0,1,0
1105923,5.199763931463991,4,158,0,0,433,2,1,0
6594869,6.219307899987253,6,50,0,1,458,4,1,0
24356683,7.669117585311474,6,114,1,0,779,0,1,0
1504348,6.575643134169635,11,183,1,0,366,7,1,0
16947941,2.99723140486,1,159,0,0,400,8,0,0
22043820,4.776118005614883,4,160,1,1,840,5,0,0
3721811,2.809781819099375,1,72,0,0,412,2,1,0
8734064,0.8313595901703463,4,127,1,0,253,0,1,0
10358877,0.4884619194070199,5,76,1,1,445,7,0,0
1939636,2.5124568142690045,4,194,1,1,961,9,1,0
6141387,2.83110867273066,4,180,1,0,789,6,0,1
7999945,5.5030963558487755,7,96,1,1,746,6,0,1
2771125,6.699742994078916,8,156,0,1,566,6,1,0
22652864,4.084949725201537,6,104,0,1,540,10,0,0
4973152,2.67531131373193,1,37,1,1,300,5,1,0
606579,7.9502231382453745,4,22,0,1,771,6,1,0
3232419,6.849579876702224,3,99,0,1,857,6,0,1
1057185,4.057407756060117,7,153,0,0,997,0,1,0
6771431,4.959699059269178,4,110,1,1,249,3,1,0
20178692,4.23783329240022,9,30,1,0,90,2,0,0
3772413,2.6139519322748264,6,121,1,0,357,9,1,0
4788896,0.9595935213162692,6,105,1,0,10,1,1,0
3078268,1.641922511774526,2,11,0,0,540,2,0,0
14140203,1.4581407050058894,7,47,1,0,34,2,1,1
6879886,5.998076564105968,3,60,0,0,135,0,0,0
66,5.719613160153319,3,28,0,1,174,4,1,0
8250501,4.282718528960072,1,81,0,1,730,4,0,1
3828647,1.8575108753548353,1,31,1,1,478,0,0,0
9054716,1.3369666425417623,6,172,0,1,50,0,0,1
18181137,0.6277784980129253,3,161,1,0,74,7,1,0
2805112,3.114024999033007,5,117,0,1,823,4,0,1
16225438,3.76111367369659,1,55,1,1,192,2,1,0
5472504,3.8230275715156283,4,34,1,1,830,7,0,1
9873976,5.831888359602666,5,76,1,1,20,3,0,1
6396292,6.856219210693535,3,121,0,0,321,4,0,0
8441171,6.966128220891291,7,142,1,1,622,6,1,0
16457628,1.3355288305144004,5,160,0,1,576,7,0,0
24817301,1.81315641601421,9,185,0,0,85,3,0,0
3097193,3.5562051128553946,3,101,0,1,285,0,1,0
6710778,7.662974571666582,7,192,1,1,119,5,0,0
7663389,4.166410414708242,1,48,1,0,371,5,1,0
6061361,7.095567363631203,6,180,1,0,434,15,0,1
12725609,6.802587610322966,1,89,1,0,173,7,1,0
2392906,6.547341270284269,2,117,1,1,505,0,0,0
126748,4.294817315208605,9,92,1,0,789,2,1,1
6559387,0.17267818124237433,1,20,0,0,137,6,1,1
10415372,4.623595463141876,3,65,1,1,730,0,1,0
55194939,0.016068356496871772,5,153,1,1,556,2,1,1
10029026,3.6517270954573346,8,82,1,0,483,0,1,0
4114222,7.208441396952277,8,21,0,1,236,7,0,0
32218663,7.56669848613337,5,161,1,0,204,1,1,1
2246543,3.1678882460744076,1,106,0,1,406,6,0,0
32232666,4.005716667656508,5,154,1,0,251,0,0,1
1053525,4.517862936096834,2,101,0,1,283,6,1,1
3984471,6.558773289716597,4,156,1,1,833,1,0,0
14646097,1.4240049661813794,8,39,1,1,316,3,0,0
72878441,3.847002028567685,9,180,0,1,84,0,0,0
4795610,0.18511813199652316,2,163,1,0,696,0,1,0
6314979,0.88873509379086,6,57,0,1,580,7,0,0
28739167,5.403600462206352,2,149,0,0,22,2,1,1
18490616,1.5274053836622814,5,114,1,1,78,3,1,0
1541118,3.661725414897747,5,75,0,1,757,6,0,0
6457559,1.144529003381991,6,88,1,0,511,3,0,0
2201961,4.018760522952986,5,148,1,0,159,0,0,1
27911224,3.6643823416829218,1,78,1,1,107,5,0,0
3172830,4.80005206182947,9,113,1,1,775,0,1,0
8790804,0.5158484489132809,6,81,0,0,455,5,1,1
15536154,1.8876996436958917,1,154,1,0,365,6,0,0
37353584,6.202902210676933,4,184,1,0,914,3,0,0
393258,3.1421799696367856,1,94,1,1,383,5,1,0
46328749,4.545712874464961,8,90,0,0,628,9,1,0
29649006,4.2787320253047785,6,46,1,0,78,8,0,0
9350230,2.6554133932158397,2,47,0,1,245,2,1,0
16199660,2.2330086731826704,5,103,0,0,362,6,1,1
15034345,1.2761066281097175,4,19,0,0,958,9,0,1
5325815,0.11998411387395258,4,49,1,1,664,0,1,1
8955247,0.028646140607218484,1,57,0,0,763,3,1,0
36183431,6.441694519992176,6,61,0,1,928,4,1,0
10114026,7.223964019163829,7,30,0,1,436,0,1,0
28621500,0.5859783979091482,4,151,0,0,866,10,0,0
16942305,2.733492713245706,8,138,0,0,406,0,0,0
5427535,2.0236851726496923,6,170,0,0,643,6,0,0
4030670,4.254363056534016,1,127,1,1,254,7,0,0
6430595,2.746751883849858,5,172,1,1,738,3,1,0
13431898,0.3501994587586932,8,11,1,1,866,2,1,0
36699061,0.07799535098221888,5,131,1,1,877,3,1,1
4070142,2.6511147753386384,1,20,1,0,102,3,0,1
27997732,4.128616074825555,6,104,1,1,619,5,1,1
3934301,1.634235577333019,7,70,0,0,780,0,1,0
840259,5.632831779099164,6,171,0,0,443,6,0,0
4767157,6.580217908125981,11,160,0,1,583,10,0,0
2743188,5.3114289486202155,5,75,1,0,34,0,1,0
28019305,6.424131439382299,1,74,0,0,480,0,1,0
27190030,3.2454553929246757,6,26,1,0,920,7,1,0
3110777,2.5481568602189215,3,157,1,1,307,2,1,0
56059229,6.577119123374938,4,185,0,0,758,4,1,0
6315893,4.199200974719857,2,157,0,0,545,6,1,0
12544563,7.642730335799991,1,23,1,1,53,8,0,0
4315788,5.51368775935372,1,157,0,1,808,1,0,0
35063918,6.617288323842427,2,26,0,1,572,2,1,0
842448,7.077423979753536,4,115,0,1,71,3,0,0
25727688,2.191376882550828,1,182,0,0,862,9,0,0
9718092,2.0729678058403627,4,156,0,1,296,4,1,1
6233999,3.2348125886277055,2,23,1,0,881,6,0,0
1762372,4.2942037635399455,3,63,1,0,143,4,1,0
9358151,1.2530942591054668,4,94,1,0,73,0,0,1
4991394,1.2190961250540528,1,195,0,0,576,1,1,0
3920629,2.966547159221406,5,20,0,0,246,0,1,0
7213895,0.5355922066500662,11,191,1,0,729,2,1,1
16698447,1.1060398102810298,7,90,1,0,310,5,1,0
5801930,2.6139270413115048,5,182,0,1,938,7,0,1
9739677,3.929074277362915,8,115,1,0,59,2,1,0
20568794,4.300766263447208,6,41,1,1,444,5,1,0
7534084,1.8738227602511328,7,9,1,0,888,1,0,0
65834368,2.7060582079693276,2,162,0,1,773,0,1,0
6637267,0.772398736288447,6,58,1,1,327,3,1,0
2911937,2.156422078850195,5,110,0,1,861,11,0,0
5010401,1.0418207514529838,1,49,1,0,110,3,0,0
8278834,0.9939544453431948,2,139,0,1,450,14,1,1
3394034,3.216571972882832,4,166,0,0,884,7,0,1
2754229,0.08272816849927978,6,97,1,1,782,4,1,0
23593287,2.9146076756261188,6,167,1,0,272,0,0,0
5255562,4.993595207587143,11,66,1,1,276,7,1,1
1617611,2.40394594113765,4,79,0,0,933,2,0,0
6955668,5.8969573684720835,4,179,1,1,508,6,0,1
27291218,6.162700037780248,2,175,1,1,444,7,1,0
3264014,2.0693570568669886,4,182,0,0,979,3,1,0
54505797,1.893811543190468,4,8,1,1,248,0,0,0
3571520,2.886733356299249,6,112,1,0,872,1,0,1
3809334,7.226647986990664,3,35,1,1,392,0,1,0
29498514,2.141885238719863,5,54,1,0,577,9,1,0
9515866,7.846999267405801,1,39,1,0,174,0,0,0
8503609,7.485804012907941,2,197,1,1,92,3,1,0
173024,7.678940843274711,3,170,1,0,219,0,1,0
7246839,0.7740291157711594,5,36,0,1,454,5,1,1
12264313,4.194321430155286,6,6,0,1,153,8,1,1
388530,4.83863668858556,3,187,0,0,951,3,1,1
3194028,7.111095761135465,7,188,0,1,180,1,1,0
3732842,1.6148991573664926,1,57,1,0,45,0,0,0
107509216,5.157822541662119,6,27,1,1,920,3,0,0
10787746,3.6014554817382702,2,55,1,1,276,0,0,0
17872455,5.261728707980041,3,142,0,1,537,0,0,0
13819086,5.386102847687203,4,173,1,0,895,1,0,0
20618300,2.8311203288792353,11,171,0,0,173,7,0,1
26284481,6.6116942699273,4,95,1,1,724,9,1,1
26327576,1.4022584439047794,3,72,0,1,124,8,0,1
7058258,3.9620938798584655,4,154,0,1,986,6,1,0
699503,2.2550445070478125,7,141,1,1,957,4,0,0
14162146,5.942576322547099,6,114,1,0,709,6,0,1
1299909,2.8260879616157792,7,19,1,1,418,3,1,1
50050,5.176116033537165,10,54,1,0,639,1,0,1
4350764,3.7405363998156353,3,123,1,1,503,0,0,0
6945876,3.2360820152448433,4,134,0,1,965,9,0,0
4864978,0.8575272137320216,2,11,1,1,930,1,0,0
64636640,3.6633532436421303,2,127,0,0,27,2,1,0
6967137,7.974901376533685,7,155,0,0,164,3,1,0
5093629,7.369827300324869,6,44,0,0,523,11,1,0
12873609,5.723773837340422,2,111,1,1,836,0,0,0
40288115,6.5042039068000586,10,149,1,1,73,3,0,1
25231933,0.5379557862632254,1,11,0,0,919,3,1,0
1658374,5.011997516125297,2,111,0,1,369,5,1,0
6862469,2.4354798195944083,1,176,1,1,266,11,1,1
18555730,7.737430269414932,1,167,0,0,295,4,0,1
4201021,0.3013872862900735,2,159,1,0,114,10,1,1
18010822,5.499589157722493,6,183,1,1,207,1,1,0
3093516,3.449071517453694,7,146,1,1,110,6,1,0
78519416,2.0087898395498724,1,181,0,1,138,7,1,0
11103189,2.619679757627102,8,131,1,1,718,3,0,1
6102240,6.889698473160967,10,142,0,0,650,5,1,1
21340481,0.186855611759162,13,161,0,0,831,6,1,1
7727005,3.568228855697966,1,28,0,1,183,7,1,0
24866685,2.1174636900327677,1,137,1,1,828,7,1,0
2925053,6.899855422824675,1,190,1,1,878,2,1,0
4196397,2.165030901002411,5,105,1,1,870,7,0,1
1774125,1.9340954090462494,3,193,0,1,215,8,0,0
2794528,3.292363107446568,7,118,0,1,681,11,1,0
19234128,0.9881536441395555,3,92,0,1,939,4,1,1
24867149,4.916910359500826,5,114,0,1,459,0,1,0
5270236,2.521184539606174,1,79,0,0,337,5,0,0
49055,2.6772975334455253,10,154,0,1,687,0,0,1
8789130,5.591197923962333,4,182,0,1,734,0,1,1
18212454,1.7148423859788773,11,186,1,1,150,0,0,0
4562698,3.5739292148303443,9,100,1,1,548,8,1,0
36385136,4.480580716644279,1,35,1,0,887,6,0,0
212498,4.423218216704882,8,88,0,1,148,4,0,0
3952066,2.9868769603707044,7,175,1,1,277,4,0,0
8941328,0.9805902862901421,1,137,1,1,559,9,0,0
9758001,1.4111029948426488,6,24,1,0,584,9,0,1
3826129,3.085341096896964,1,80,0,1,34,5,1,0
12010280,3.4774812629933587,6,189,1,0,186,5,0,0
6067856,6.113392654327822,5,94,0,0,900,3,0,0
3896187,6.3946502557262725,5,83,0,0,206,2,0,0
17657387,1.4766773362166283,5,105,0,0,264,1,1,0
3831221,4.278864589614634,4,92,1,0,637,0,0,1
11463853,6.780891197537898,9,156,0,0,159,1,1,0
5257505,4.057866475580791,6,169,1,0,794,7,1,0
2074209,0.6142393113623976,3,147,1,1,677,5,1,0
10994481,2.6308172337007294,1,85,1,1,603,3,0,1
8393273,7.684626257800659,6,140,0,1,792,7,0,0
4734264,1.8605230738512537,3,18,0,0,733,6,0,0
218047,3.2161306912814576,6,60,1,0,827,6,0,0
18438706,2.9427777999527756,9,118,1,1,24,6,1,0
2113265,5.954790804165529,7,53,1,0,925,2,0,1
22096867,4.406683212362287,5,104,0,1,518,10,0,1
5383385,6.836391694528727,2,113,1,1,300,5,1,0
9734159,2.8597127346758002,6,134,0,1,985,10,0,1
15023373,2.8842619467614963,1,78,1,1,759,6,0,0
6328105,6.3951942880157855,10,14,1,1,542,5,1,1
8992324,7.0767282635973,4,24,1,0,983,2,1,0
25306107,1.5754717698285106,9,62,0,0,892,0,0,0
5005589,4.980832424810209,5,133,0,1,721,11,0,0
7441374,0.9729041801012617,6,69,1,0,796,3,1,0
16825989,3.941800057429938,2,183,1,0,742,7,0,0
12603473,3.3402879592390438,1,96,0,1,854,1,0,0
54581272,5.135891422525088,3,41,1,0,122,2,0,0
736686,4.358402581857253,2,48,0,1,212,5,0,0
31824112,7.979790324241645,5,64,1,0,406,0,1,1
6731598,3.163404051510269,2,125,1,1,231,1,0,0
23280273,4.0833393771112805,2,62,1,1,400,0,0,0
5015562,5.692737398047555,7,124,0,1,78,3,0,1
3692739,2.136248503676981,3,110,1,0,542,2,1,1
15205682,0.47289583751747166,5,122,1,1,844,6,0,1
13479647,1.4880580797285843,1,42,0,0,961,7,0,0
6794681,7.087154648526328,4,131,0,0,535,3,1,0
1990659,6.5657148007316035,6,11,1,0,356,7,1,0
16601640,1.3891042827155786,1,118,0,0,667,9,1,0
480680,5.496544938118325,1,6,1,0,607,1,1,0
63153767,3.144617390592807,4,60,1,0,324,0,0,0
1897410,2.1088543425710755,11,165,0,0,605,8,1,1
25161972,7.828604421902373,6,8,0,1,771,7,1,0
4135183,1.9603869141222035,4,172,0,0,21,4,0,1
2074207,4.18035375250915,6,113,0,1,673,8,1,0
3160830,7.472422351748158,5,72,1,1,131,1,1,1
6266014,7.856255445841136,8,165,0,0,521,4,0,1
4698615,1.6713708605822424,8,27,1,1,626,0,1,1
1732073,2.9077148010708314,6,100,0,1,799,0,0,0
2471034,0.4477630210910375,5,97,1,1,801,4,1,0
1217578,5.155935618022966,5,180,1,0,595,2,1,1
10732950,0.5204495867312247,2,47,1,1,23,4,1,0
1184352,7.424129158691475,3,137,1,0,661,0,1,0
6144621,5.250429025736423,1,103,1,0,656,6,0,0
1418191,6.392916724203884,1,98,1,1,891,4,0,1
4188213,1.0076610807134347,4,109,1,0,762,5,0,0
89657,7.720209495327113,1,96,1,0,285,5,1,1
2921694,6.789292885857868,6,121,1,0,392,0,0,1
4565093,0.4815653293739057,6,182,1,0,217,9,1,1
17349512,5.580529439198866,7,152,0,1,71,2,0,0
4129970,2.6738602171984445,4,182,0,0,989,0,1,1
26496375,3.1464956562601705,2,79,1,1,342,0,0,0
20708779,3.8882290431290256,8,181,0,0,391,0,1,1
10384474,6.487924867341522,1,34,0,0,163,6,1,0
15073170,6.029194811954438,5,164,1,0,805,4,1,0
1547608,3.633392568716853,3,180,0,0,603,0,0,1
23075590,5.562113791098473,6,84,0,1,276,5,0,0
19091889,3.0876369390911638,10,157,1,0,147,10,0,1
37921911,1.3848022458610458,4,108,0,1,556,9,0,0
9172841,7.387998084602415,7,162,0,0,217,1,1,1
19400316,0.6393542693398517,5,103,0,0,219,0,1,0
1326626,5.0497424873402625,1,123,0,0,338,5,0,0
324670,3.7081916678814446,5,66,1,1,586,3,0,0
2102435,1.6537594414781376,2,39,0,0,358,3,1,0
4901252,5.318726859047672,5,101,1,0,244,6,0,0
18038679,6.343852608183578,8,102,0,1,557,1,0,1
14434471,5.728322953641062,3,12,0,1,272,13,0,1
67821795,3.9638920959716684,1,52,0,0,391,0,0,0
23511210,1.0007613840600245,7,139,0,1,972,8,0,0
47907137,3.3907796361683333,3,182,1,1,434,2,0,1
10034423,0.2282132753304893,3,70,0,0,387,5,1,0
8950734,0.8641454540056905,8,151,0,1,224,10,1,0
5539432,7.101844136712272,9,110,0,0,265,9,0,0
6842314,6.384255339470283,4,171,1,0,60,10,1,1
4191687,3.9266885927858075,6,68,1,0,271,0,1,1
13554208,0.8851843402323345,7,139,0,1,944,8,0,1
31732570,5.7837700616210705,12,94,0,1,853,0,1,0
10113204,2.7486210401760482,7,42,1,0,127,0,1,0
5098397,4.817080800134487,10,42,0,0,187,0,1,1
25528971,0.33295969523487745,5,98,1,1,609,5,0,1
24598644,4.788045274423496,5,34,1,0,619,4,1,1
9272851,7.1519726630758855,10,137,1,1,203,6,0,0
12841874,5.297510225499857,6,158,0,1,508,8,1,1
9863295,2.644929492691835,6,128,0,1,224,0,0,0
1296544,5.100217998620922,6,167,0,1,174,6,0,0
11232527,4.054834576275044,1,21,1,0,743,14,0,0
8996264,7.210732649615531,1,27,1,1,116,3,1,0
10391139,5.435401985208167,3,10,0,0,733,4,1,1
1070342,7.6217431296392935,1,96,0,1,834,7,0,1
5877179,5.755731537950675,3,59,0,0,35,0,1,0
1142786,4.313620050818769,5,26,0,1,23,6,0,0
3986379,6.658617423430479,6,109,0,0,559,0,1,0
9798078,4.457535192941002,1,14,0,1,158,4,0,1
5152735,5.915807611873859,4,197,1,0,660,4,0,0
21239716,5.603494052545849,4,100,1,0,954,2,1,1
48886888,2.1026752867689913,6,180,0,1,412,0,0,0
5283071,2.606249647163424,6,195,0,1,433,0,0,1
16125320,6.771446758924868,5,43,1,0,637,9,0,1
20698794,7.919895289256559,4,87,1,1,131,3,1,0
6430603,3.11591578467898,1,165,0,0,15,8,0,0
10174190,4.91910366883966,5,77,0,1,144,2,1,1
34793064,4.31385803374878,5,174,0,1,632,8,1,1
11511580,5.619119171646578,5,166,1,0,247,5,1,0
5703408,7.77754883075379,5,45,0,0,143,0,1,0
23701334,5.9604146642832045,2,79,1,0,828,8,0,0
19181873,0.707544897803631,8,17,1,0,723,8,0,1
2829471,2.829310983894498,5,166,0,0,80,5,0,0
2027448,7.024081222521162,4,78,1,1,350,0,0,0
27510554,2.1783131431572667,6,137,0,1,776,6,1,0
2039271,3.2181894657106067,4,6,0,1,57,4,1,0
40121558,3.179028397114334,4,169,1,1,468,10,0,0
6414601,2.907232595096259,4,141,1,1,638,8,1,0
35227595,7.182098748918502,1,189,1,0,908,0,0,0
2567300,5.260630774152577,1,24,0,1,97,1,0,1
825075,7.085622300826365,4,164,1,0,367,1,0,0
6915982,4.559789657326825,9,137,0,0,949,7,0,0
15696374,5.7940554259137125,6,162,0,0,971,2,0,0
35260,1.2741064335386403,5,179,1,1,475,8,1,0
7282204,7.423740281279118,5,34,0,1,308,0,0,0
5863881,0.10166671750230094,5,61,1,0,742,12,0,0
6630117,1.9874391961390705,5,180,0,0,406,3,1,0
2556108,1.6405680892356305,1,159,0,1,359,4,0,0
1536172,4.28978551369846,3,138,1,0,361,0,0,0
7604834,2.5882093477353365,5,126,0,0,387,3,0,0
21493622,6.763844623474719,6,87,1,0,521,3,1,0
2202709,5.979886787162811,9,67,1,1,318,7,1,0
11202201,3.2212820339092554,5,63,0,0,500,5,0,0
36363480,5.109796203590111,8,148,0,1,514,4,0,1
18014217,1.9057786469642553,10,10,0,0,673,6,1,0
20501854,2.573691316557311,1,173,1,0,830,2,1,0
8364546,6.5678632884229495,5,147,1,1,710,0,1,0
27059002,4.371776741713494,1,173,1,1,231,3,0,0
9601699,3.628169282664075,8,143,0,1,854,9,1,1
7019228,3.5143838958655325,1,24,1,0,833,6,1,0
8663140,3.7826057887173237,2,195,0,1,397,4,1,1
37111510,6.213864639630279,2,74,1,0,887,0,0,0
30015145,0.2369372446353415,4,162,1,1,152,3,0,1
16798759,4.187646704543619,1,154,1,0,356,3,1,0
4394966,5.194683422064984,1,94,1,0,369,7,1,0
4946752,2.3451581454334107,6,36,0,1,874,9,0,1
45393833,5.284148954633551,2,9,1,1,581,5,1,0
8631470,1.3905069687386975,9,146,0,1,56,0,0,1
12309500,0.9234988229181829,3,119,0,1,349,3,0,0
8367588,1.9788431148510712,2,191,0,0,487,2,0,0
15853289,6.564935519910042,4,145,1,1,261,3,0,0
20536288,1.3702832739227535,9,16,0,1,975,13,1,1
9201741,5.1979301033001475,6,127,1,1,541,0,1,0
10248,7.01042979053547,3,159,0,1,713,0,0,0
12997783,6.011469377330163,4,177,1,0,293,2,1,0
6087554,7.710978331367146,4,156,1,1,884,7,0,0
10202401,7.987369308714088,4,26,1,0,216,3,1,0
2774754,2.840850614326415,3,8,0,0,58,10,0,0
3173333,3.154492071255354,1,171,1,0,226,4,1,0
2015532,0.19818637994487265,7,181,0,0,891,5,0,0
3794942,2.9005728941283557,5,60,1,1,495,0,0,1
18724817,1.7692244118176923,6,135,0,1,816,0,1,0
5716598,1.0788458625219954,2,161,1,0,835,0,1,1
9963693,6.799795489199984,1,11,1,0,821,2,1,0
13665345,3.9076300941895763,2,171,1,0,77,0,0,1
2522684,0.7096962650102512,6,77,0,0,561,5,0,1
1765784,0.408626835516845,2,199,0,1,338,3,1,1
13588135,5.164663059275361,2,65,0,0,302,7,1,0
3459673,5.516936286131895,4,27,1,1,386,0,0,0
5728366,4.159406053626458,3,61,0,0,841,4,1,0
2502015,5.328730541672422,5,37,0,1,649,2,0,0
1092294,3.7383719942693814,7,173,1,0,129,0,0,0
2106312,7.042964159968718,6,77,0,0,934,5,0,0
22839554,1.554958787053729,5,169,0,1,845,2,0,1
166069,7.7552210648874365,1,192,0,0,739,0,1,0
5244692,4.383447625649582,1,189,1,0,233,3,0,0
2868580,4.422079379321182,7,107,0,0,421,0,0,0
3475311,7.4492829200192565,5,59,1,0,810,6,0,1
32245290,2.9969740513537575,3,18,0,1,949,3,0,0
26401859,5.187082830261012,8,151,0,1,243,3,0,0
10709227,6.871436673331192,10,92,0,1,196,0,0,1
4532535,4.670525132570038,4,152,0,1,980,6,0,1
33745317,6.215663911479675,4,34,1,1,858,11,1,1
4615843,3.9529761906039402,4,185,0,0,847,5,1,0
7279886,4.802178054390467,6,88,0,1,79,1,1,0
